Jenjang;fakultas/sekolah;prodi;nama_mk;semester;deskripsi_mk;sumber_deskripsi;status_kepmen;kriteria_kepmen_match;keyword_match
S2;FMIPA;Magister Fisika;Metode Fisika Eksperimen;-;Mempelajari metode fisika eksperimen.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Fisika Radiasi;-;Mempelajari fisika radiasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Spektroskopi Atom dan Molekul;-;Mempelajari spektroskopi atom dan molekul.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Teori Akustika;-;Mempelajari teori akustik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Teori dan Aplikasi Gelombang Mikro;-;Mempelajari gelombang mikro.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Citra Digital;-;Mempelajari pengolahan citra digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Uji Tak Rusak;-;Mempelajari uji tak rusak (NDT).;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Pencitraan Tiga Dimensi;-;Mempelajari pencitraan tiga dimensi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Spektroskopi Laser;-;Mempelajari spektroskopi laser.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Optika Biomedis;-;Mempelajari optika biomedis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Fisika Laser;-;Mempelajari fisika laser.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Fotoakustik dan Fototermal;-;Mempelajari fotoakustik dan fototermal.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Resonansi Magnetik dalam Fisika Medis;-;Mempelajari resonansi magnetik dalam fisika medis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Metode Pencitraan Fisika;-;Mempelajari metode pencitraan fisika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Rekonstruksi Citra;-;Mempelajari rekonstruksi citra.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Mekanika Medium Kontinu Lanjut;-;Mempelajari mekanika medium kontinu.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Eksplorasi Panas Bumi Lanjut;-;Mempelajari sistem panas bumi (geotermal), metode eksplorasi geologi, geokimia, dan geofisika, serta pengembangan panas bumi sebagai energi terbarukan.;Kurasi manual;Substansial – dihitung;c;energi terbarukan, panas bumi, geotermal
S2;FMIPA;Magister Fisika;Mitigasi Bencana;-;Mempelajari siklus manajemen bencana (mitigasi, kesiapsiagaan, tanggap darurat, pemulihan) dan perencanaan pengurangan risiko bencana, termasuk bencana hidrometeorologis terkait perubahan iklim.;Kurasi manual;Substansial – dihitung;b, j;perubahan iklim, pengurangan risiko bencana
S2;FMIPA;Magister Fisika;Fisika Bumi;-;Mempelajari fisika bumi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Survei Elektromagnetik;-;Mempelajari survei geofisika elektromagnetik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Inversi Geofisika;-;Mempelajari inversi geofisika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Seismologi Kuantitatif;-;Mempelajari seismologi kuantitatif.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Eksplorasi Minyak Bumi;-;Mempelajari metode eksplorasi minyak bumi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Kuliah Lapangan Geosains;-;Kegiatan lapangan dan laboratorium untuk pengamatan batuan/struktur geologi, akuisisi data geospasial, pemetaan, dan analisis data.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Fisika;Rekayasa Geoteknik;-;Mempelajari rekayasa geoteknik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Frontier dalam Geosains;-;Mempelajari perkembangan mutakhir geosains.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Analisis dan Visualisasi Data Geosains;-;Mempelajari analisis dan visualisasi data geosains.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Analisis Runtun Waktu;-;Mempelajari analisis runtun waktu.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Geologi Fisis;-;Mempelajari geologi fisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Fisika Batuan Lanjut;-;Mempelajari fisika batuan lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Vulkanologi;-;Mempelajari proses vulkanisme, jenis erupsi, produk gunung api, pemantauan aktivitas vulkanik, dan bahaya letusan gunung api.;Kurasi manual;Parsial/bergantung topik – verifikasi RPS;;
S2;FMIPA;Magister Fisika;Geofisika Lingkungan Lanjut;-;Mempelajari metode geofisika (geolistrik, GPR, seismik dangkal) untuk investigasi pencemaran air tanah, pemetaan akuifer, dan kajian bahaya geologi dalam konservasi lingkungan.;Kurasi manual;Substansial – dihitung;f, j;konservasi lingkungan, pencemaran
S2;FMIPA;Magister Fisika;Seismologi Lanjut;-;Mempelajari seismologi lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Teori Medan Potensial;-;Mempelajari teori medan potensial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Survei Non-Elektromagnetik;-;Mempelajari survei geofisika non-elektromagnetik (seismik, gravitasi, magnetik).;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Eksplorasi Mineral;-;Mempelajari metode eksplorasi mineral.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Data Sains untuk Geosains;-;Mempelajari sains data untuk geosains.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Pencitraan Seismik Lanjut;-;Mempelajari pencitraan seismik lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Penelitian I;-;Penelitian.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Penelitian II;-;Penelitian.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Penelitian III;-;Penelitian.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Seminar Nasional;-;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S2;FMIPA;Magister Fisika;Seminar Internasional;-;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S2;FMIPA;Magister Fisika;Publikasi Ilmiah A;-;Penulisan dan penyiapan naskah artikel ilmiah dari hasil penelitian hingga pengiriman ke jurnal/konferensi, termasuk etika publikasi.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S2;FMIPA;Magister Fisika;Publikasi Ilmiah B;-;Penulisan dan penyiapan naskah artikel ilmiah dari hasil penelitian hingga pengiriman ke jurnal/konferensi, termasuk etika publikasi.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S2;FMIPA;Magister Fisika;Metode Komputasi Fisika Material;-;Mempelajari metode komputasi fisika material.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Material Spintronik.;-;Mempelajari material spintronik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Fisika;Metode Analisis dan Visualisasi Data;-;Mempelajari analisis dan visualisasi data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Struktur Senyawa dan Material Anorganik;-;Mempelajari struktur atom, ikatan kimia, sifat unsur dan senyawa anorganik/organik, senyawa koordinasi, serta sintesis dan karakterisasi material kimia.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Nanokatalisis;-;Mempelajari nanokatalisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Tren Dalam Kimia Analitik;-;Mempelajari tren kimia analitik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Kimia Organik Kontemporer;-;"Mempelajari struktur, tata nama, gugus fungsi, reaksi, dan mekanisme reaksi senyawa karbon, serta teknik sintesis dan elusidasi struktur (spektroskopi IR, NMR, MS). Kata ""organik"" di sini merujuk pada kimia senyawa karbon.";Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Teknik Laboratorium;-;Mempelajari teknik laboratorium.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Riset Pra-Tesis;-;Riset pendahuluan tesis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Tesis yang terdiri dari;-;Penyusunan, pelaksanaan, dan pertanggungjawaban penelitian mandiri tingkat magister di bawah bimbingan dosen, diakhiri penulisan dan ujian tesis. Keterkaitan dengan kriteria Kepmen bergantung pada topik tesis tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S2;FMIPA;Magister Kimia;Metodologi dan Etika Penelitian;-;Mempelajari metodologi dan etika penelitian.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Bahasa Inggris Akademik dan Publikasi;-;Mempelajari keterampilan bahasa Inggris (reading, writing, listening, speaking) untuk keperluan akademik dan profesional.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S2;FMIPA;Magister Kimia;Senyawa Kompleks dan Kerangka Logam-Organik;-;Mempelajari struktur atom, ikatan kimia, sifat unsur dan senyawa anorganik/organik, senyawa koordinasi, serta sintesis dan karakterisasi material kimia.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Kimia Material Karbon;-;Mempelajari sintesis, struktur, dan aplikasi material berbasis karbon (grafena, nanotube, karbon aktif) untuk elektronik, katalis, dan penyimpanan energi.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Kimia Material Oksida Logam;-;Mempelajari kimia material oksida logam.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Kimia Polimer Alam;-;Mempelajari kimia polimer alam.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Kimia Material Magnetik;-;Mempelajari kimia material magnetik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Kimia Biomaterial;-;Mempelajari kimia biomaterial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Metode Simulasi Komputer untuk Nanosains;-;Mempelajari simulasi komputer untuk nanosains.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Desain Material Berbantuan Komputer;-;Mempelajari desain material berbantuan komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Katalis Homogen dan Heterogen;-;Mempelajari katalis homogen dan heterogen.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Elektro dan Biokatalisis;-;Mempelajari elektrokatalisis dan biokatalisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Aplikasi Katalis dalam Industri;-;Mempelajari aplikasi katalis dalam industri.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Integrasi Teori dan Eksperimen Nanokatalisis;-;Mempelajari teori dan eksperimen nanokatalisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Sintesis dan Mekanisme Reaksi Organik;-;"Mempelajari struktur, tata nama, gugus fungsi, reaksi, dan mekanisme reaksi senyawa karbon, serta teknik sintesis dan elusidasi struktur (spektroskopi IR, NMR, MS). Kata ""organik"" di sini merujuk pada kimia senyawa karbon.";Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Bioteknologi Pangan dan Energi;-;Mempelajari rekayasa mikroba dan enzim untuk produksi pangan dan bioenergi (bioetanol, biogas) sebagai energi terbarukan berbasis biomassa.;Kurasi manual;Substansial – dihitung;c;energi terbarukan, bioenergi, biogas, bioetanol
S2;FMIPA;Magister Kimia;Kimia Medisinal dan Rancang Obat;-;Mempelajari kimia medisinal dan rancang obat.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Analisis Bahan dan Struktur Senyawa Organik;-;"Mempelajari struktur, tata nama, gugus fungsi, reaksi, dan mekanisme reaksi senyawa karbon, serta teknik sintesis dan elusidasi struktur (spektroskopi IR, NMR, MS). Kata ""organik"" di sini merujuk pada kimia senyawa karbon.";Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Kimia Hasil Alam dan Kelautan;-;Mempelajari komposisi kimia, sifat fisik-kimia-fungsional, dan perubahan komponen bahan pangan (karbohidrat, protein, lemak, flavor) selama penanganan dan pengolahan.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Kimia Heterosiklik dan Agrokimia;-;Mempelajari kimia senyawa heterosiklik dan agrokimia.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Tren dalam Kimia Elektroanalisis;-;Mempelajari tren kimia elektroanalisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Analisis Klinik dan Forensik;-;Mempelajari analisis kimia klinik dan forensik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Strategi Sampling dan Pengolahan Data;-;Mempelajari strategi sampling dan pengolahan data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Kimia;Analisis Polutan Lingkungan;-;Mempelajari identifikasi dan analisis kuantitatif polutan (logam berat, pestisida, mikroplastik, gas pencemar) di air, tanah, dan udara untuk memantau pencemaran lingkungan dan mendukung konservasi lingkungan.;Kurasi manual;Substansial – dihitung;f, j;konservasi lingkungan, pencemaran lingkungan, polutan
S2;FMIPA;Magister Kimia;Metode Analisis dalam Toksikologi;-;Mempelajari mekanisme kerja obat dan zat toksik pada tubuh manusia, keracunan klinis, antidotum, serta metode analisis toksikologi.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S2;FMIPA;Magister Kimia;Sistem Manajemen Lingkungan;-;Mempelajari sistem manajemen lingkungan (ISO 14001), produksi bersih, pengelolaan limbah, pemantauan kinerja lingkungan, dan strategi organisasi menuju pembangunan berkelanjutan.;Kurasi manual;Substansial – dihitung;a, d;pembangunan berkelanjutan, pengelolaan limbah
S2;FMIPA;Magister Kimia;Struktur dan Material Anorganik;-;Mempelajari struktur atom, ikatan kimia, sifat unsur dan senyawa anorganik/organik, senyawa koordinasi, serta sintesis dan karakterisasi material kimia.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S3;FMIPA;Doktor Matematika;Literature Review dan Filsafat Ilmu;-;Mempelajari hakikat ilmu pengetahuan: ontologi, epistemologi, aksiologi, metode ilmiah, dan etika keilmuan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FMIPA;Doktor Matematika;Topik-topik dalam Teori Ukuran dan Integral;-;Topik teori ukuran dan integral.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik-topik dalam Analisis Fungsional;-;Topik analisis fungsional.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik-topik dalam Topologi;-;Topik topologi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik-topik dalam Ruang Fungsi dan Ruang Barisan;-;Topik ruang fungsi dan ruang barisan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik-topik dalam Ruang Riesz;-;Topik ruang Riesz.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Analisis Lanjut A;-;Kapita selekta analisis lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Analisis Lanjut B;-;Kapita selekta analisis lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Aljabar Abstrak;-;Mempelajari aljabar abstrak: grup, ring, dan field.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Teori Matriks;-;Mempelajari teori matriks.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Graf dan Kombinatorika Lanjut;-;Mempelajari teori graf dan kombinatorika lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Teori Sistem Linear Lanjut;-;Mempelajari teori sistem linear lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Aljabar LinearTerapan Lanjut;-;Mempelajari aljabar linear terapan lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik Aljabar;-;Topik aljabar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Aljabar Fundamental;-;Mempelajari aljabar fundamental.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Aljabar Lanjut A;-;Kapita selekta aljabar lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Aljabar Lanjut B;-;Kapita selekta aljabar lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik Dalam Matematika Terapan A;-;Topik matematika terapan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik Dalam Matematika Terapan B;-;Topik matematika terapan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Matematika Terapan Lanjut A;-;Kapita selekta matematika terapan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Matematika Terapan Lanjut B;-;Kapita selekta matematika terapan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Kapita Selekta Matematika Terapan Lanjut C;-;Kapita selekta matematika terapan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik dalam Teori Kendali;-;Topik teori kendali.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik dalam Teori Optimisasi;-;Topik teori optimisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FMIPA;Doktor Matematika;Topik dalam Persamaan Diferensial;-;Topik persamaan diferensial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
